fiona_7_5_5.mid,fiona_7_5_5.label_score,fiona_7_5_5.loss,fiona_7_5_5.play_duration,fiona_7_5_5.total_innings,fiona_7_5_5.pay_count,fiona_7_5_5.pay_sum,fiona_7_5_5.bankrupt_count,fiona_7_5_5.login_count,fiona_7_5_5.win_innings,fiona_7_5_5.lose_innings,fiona_7_5_5.win_rate,fiona_7_5_5.lifespan,fiona_7_5_5.signup_to_now_days,fiona_7_5_5.total_silver_coin,fiona_7_5_5.total_gold_bar,fiona_7_5_5.carrying_silver_coin,fiona_7_5_5.carrying_gold_bar,fiona_7_5_5.safebox_silver_coin,fiona_7_5_5.safebox_gold_bar,fiona_7_5_5.match_innings,fiona_7_5_5.match_duration,fiona_7_5_5.match_win_rate,fiona_7_5_5.carrying_items_value,fiona_7_5_5.vip_level,fiona_7_5_5.vip_left_days,fiona_7_5_5.relieve_count,fiona_7_5_5.relieve_silver_coins,fiona_7_5_5.last_active_to_now_days,fiona_7_5_5.last_pay_to_now_days,fiona_7_5_5.recent_login_series_days,fiona_7_5_5.latest_play_coins,fiona_7_5_5.play_duration_7d,fiona_7_5_5.innings_7d,fiona_7_5_5.pay_count_7d,fiona_7_5_5.pay_sum_7d,fiona_7_5_5.play_duration_30d,fiona_7_5_5.innings_30d,fiona_7_5_5.pay_count_30d,fiona_7_5_5.pay_sum_30d,fiona_7_5_5.bankrupt_count_7d,fiona_7_5_5.login_count_7d,fiona_7_5_5.win_innings_7d,fiona_7_5_5.lose_innings_7d,fiona_7_5_5.win_rate_7d
684970,6,0,1357557,15689,0,0.00,243,1488,7330,8363,0.47,904,904,1019169,17,121212,17,897957,0,14748,1281993,0.04,NULL,NULL,20,176,1480000,18,NULL,7,-300,NULL,NULL,NULL,NULL,607,8,0,0.00,NULL,7,NULL,NULL,NULL
19830553,5,0,85737,2195,9,25.50,60,164,1057,1119,0.48,199,201,1026205,0,16000,0,1010205,0,0,0,NULL,NULL,NULL,NULL,42,336000,16,-110,0,-4089,NULL,NULL,NULL,NULL,327,2,0,0.00,NULL,1,NULL,NULL,NULL
1002322320,6,0,547191,6518,0,0.00,56,712,3106,3415,0.48,247,247,11789,120,2519,120,9270,0,661,56884,0.0,NULL,NULL,NULL,50,256000,18,NULL,12,-13440,20264,257,0,0.00,107557,1317,0,0.00,NULL,60,127,130,0.49
18363551,5,0,236829,4201,23,26.00,176,299,1876,2182,0.45,306,309,1922,1,1922,1,0,0,2189,143145,0.34,NULL,NULL,NULL,132,1056000,15,-7,0,-6000,11638,238,0,0.00,34487,625,1,0.50,20,22,102,121,0.43
4274507,3,0,532540,7950,25,87.00,391,629,2934,4958,0.37,613,613,29200,100,29200,100,0,0,7614,498777,0.0,NULL,NULL,NULL,286,2288000,18,-440,1,-4,1832,16,0,0.00,24379,233,0,0.00,NULL,9,2,14,0.13
1349576,6,0,9624412,134961,0,0.00,38,7473,73187,54101,0.54,774,774,45264182,200,41504,200,45222678,0,92836,6832501,0.0,NULL,NULL,20,16,128000,18,NULL,774,-24000,116645,1818,0,0.00,335439,5181,0,0.00,NULL,141,984,713,0.54
15757644,5,0,331418,3616,20,37.00,408,785,1441,2125,0.4,364,381,6398,0,6398,0,0,0,2168,206113,0.03,NULL,NULL,NULL,299,2392000,1,-6,0,-4320,5968,73,1,0.50,22564,239,1,0.50,11,49,35,38,0.48
1002570842,6,0,470459,6275,0,0.00,168,920,2893,3382,0.46,167,167,69989,280,40572,280,29417,0,0,0,NULL,NULL,NULL,NULL,120,600000,18,NULL,63,-4800,30281,413,0,0.00,86465,1162,0,0.00,7,69,176,237,0.43
20713639,5,0,569662,4462,43,86.00,6,510,1202,3168,0.27,80,92,586823,0,93716,0,493107,0,0,0,NULL,NULL,NULL,NULL,1,8000,6,-36,0,-2,3699,24,0,0.00,149826,1087,0,0.00,NULL,44,3,21,0.13
1002726053,6,0,729135,4986,0,0.00,195,803,1264,1761,0.25,122,122,809489,481,558024,481,251465,0,151,20582,0.26,NULL,NULL,NULL,153,765000,18,NULL,11,-24000,22355,137,0,0.00,126176,789,0,0.00,3,71,31,36,0.23
1002657921,6,0,992856,7436,0,0.00,83,488,2356,2884,0.32,135,135,468655,251,419921,251,48734,0,88,9725,0.39,NULL,NULL,NULL,47,235000,18,NULL,2,-48000,24336,150,0,0.00,117876,725,0,0.00,NULL,49,45,55,0.30
4321435,3,0,4103825,57512,18,158.00,72,4373,25219,30531,0.44,610,610,44527419,30,4163029,30,40364390,0,27097,2866214,0.01,NULL,NULL,20,46,368000,18,-154,6,-3000,15776,53,0,0.00,76120,309,0,0.00,NULL,41,23,30,0.43
12142756,6,0,1036240,8917,0,0.00,154,1161,4172,4416,0.47,414,414,17187,281,5781,281,11406,0,6799,625577,0.12,NULL,NULL,NULL,128,1024000,18,NULL,4,-4800,10663,29,0,0.00,22772,70,0,0.00,NULL,14,10,17,0.34
17100720,5,0,768470,8408,6,12.00,694,557,3163,4654,0.38,361,361,0,0,0,0,0,0,6905,583981,0.0,NULL,NULL,NULL,396,3168000,18,-295,27,-6038,33502,195,0,0.00,56767,344,0,0.00,44,42,76,115,0.39
2709598,6,0,2479240,32994,0,0.00,13,2118,7955,23339,0.24,772,776,1346434,141,2570,141,1343864,0,31083,2282719,0.08,NULL,NULL,NULL,8,52000,14,NULL,0,-1520,6964,70,0,0.00,17351,168,0,0.00,NULL,13,24,38,0.34
18740617,6,0,1161608,7906,0,0.00,95,976,3851,3767,0.49,288,288,40644,0,40644,0,0,0,2589,223081,0.0,NULL,NULL,NULL,86,688000,18,NULL,4,-5400,20029,47,0,0.00,71882,173,0,0.00,NULL,28,21,16,0.45
309754,3,0,1814561,19964,6,42.00,112,4533,10093,9615,0.51,1005,1005,2411772,0,20407,0,2391365,0,15447,1341552,0.01,NULL,NULL,20,75,696000,18,-832,26,5425,23357,229,0,0.00,85348,850,0,0.00,NULL,69,120,105,0.52
13424615,6,0,1570409,16421,0,0.00,31,880,8334,8061,0.51,397,397,726925,0,6960,0,719965,0,7671,757645,0.0,NULL,NULL,20,20,160000,18,NULL,39,-4000,34624,371,0,0.00,107997,1134,0,0.00,NULL,44,193,176,0.52
12066496,5,1,83718,1937,21,52.00,114,148,822,850,0.42,408,416,12993,100,12993,100,0,0,1798,80697,0.0,NULL,NULL,NULL,73,584000,10,-373,0,3000,589,27,0,0.00,2397,111,0,0.00,NULL,2,12,12,0.44
11189000,5,0,490229,6070,19,50.00,231,588,2541,3465,0.42,436,441,18100,0,18100,0,0,0,4384,326961,0.0,NULL,NULL,NULL,192,1536000,13,-65,0,-1500,1522,11,0,0.00,9850,68,0,0.00,3,5,1,10,0.09
3665764,6,0,4035777,3975,0,0.00,0,1024,0,0,0.0,658,661,829300,0,429300,0,400000,0,2725,2847400,0.0,NULL,NULL,NULL,0,0,15,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL
19477546,5,0,237856,3288,14,22.00,232,177,1540,1702,0.47,236,236,85017,927,85017,927,0,0,2078,165217,0.52,NULL,NULL,NULL,65,520000,18,-64,5,288,4873,60,0,0.00,22742,288,0,0.00,NULL,13,31,29,0.52
532422,6,0,1326983,8547,0,0.00,606,1140,4263,4014,0.5,864,873,13480,0,13480,0,0,0,8158,1259259,0.02,NULL,NULL,NULL,424,3394000,9,NULL,0,3200,207,1,0,0.00,5156,36,0,0.00,1,2,0,1,0.00
11703338,6,0,1000279,10659,0,0.00,295,883,5425,5212,0.51,426,426,610073,0,26700,0,583373,0,4631,443217,0.0,NULL,NULL,NULL,262,2096000,18,NULL,23,-4000,14338,156,0,0.00,90879,992,0,0.00,NULL,28,87,69,0.56
18567187,5,0,637445,2981,23,31.00,365,1021,984,1973,0.33,299,299,19488,0,19488,0,0,0,870,157888,0.0,NULL,NULL,NULL,312,2496000,18,-72,16,-4222,7513,30,0,0.00,28736,123,0,0.00,1,21,15,15,0.50
1002482703,6,0,461416,4919,0,0.00,138,986,2023,2475,0.41,189,189,32120,328,32120,328,0,0,8,776,0.25,NULL,NULL,NULL,123,615000,18,NULL,60,1479,13897,170,0,0.00,68386,853,0,0.00,7,56,78,92,0.46
3914042,5,0,907420,7700,16,40.00,684,1339,3435,3910,0.45,640,640,47221,0,47221,0,0,0,4725,636229,0.02,NULL,NULL,NULL,515,4120000,18,-38,1,-6000,1772,21,0,0.00,31983,360,0,0.00,3,13,12,9,0.57
5891707,6,0,1034177,10076,1,0.50,53,383,2791,7104,0.28,554,554,2709,0,2709,0,0,0,843,89394,0.0,NULL,NULL,NULL,37,296000,18,-127,2,-6000,23897,216,0,0.00,48032,449,0,0.00,NULL,12,59,151,0.27
16659230,6,0,1452818,11907,0,0.00,0,1856,4632,3261,0.39,371,371,3489369,0,572807,0,2916562,0,8321,1043688,0.14,NULL,NULL,20,0,0,18,NULL,22,0,15041,152,0,0.00,55372,517,0,0.00,NULL,20,48,19,0.32
755881,6,0,2684660,2911,0,0.00,1,2007,0,0,0.0,887,887,13500,0,9400,0,4100,0,2460,2285299,0.0,NULL,NULL,NULL,0,0,18,NULL,3,0,10856,12,0,0.00,42858,49,0,0.00,NULL,43,0,0,0.00
20165177,5,1,425846,492,2,10.00,0,187,0,0,0.0,143,162,30200,0,30200,0,0,0,0,0,NULL,NULL,NULL,NULL,0,0,-1,-86,0,0,9746,11,0,0.00,10274,13,0,0.00,NULL,25,0,0,0.00
8838519,6,0,1497846,20463,0,0.00,1,1824,8309,12145,0.41,480,481,200791,0,200791,0,0,0,11892,912622,0.0,NULL,NULL,NULL,1,8000,17,NULL,0,-12,33119,513,0,0.00,120804,1839,0,0.00,NULL,60,203,310,0.40
1002853925,6,0,496057,4743,0,0.00,215,974,1093,2381,0.23,88,88,163434,130,128200,130,35234,0,136,19157,0.24,NULL,NULL,NULL,147,735000,18,NULL,89,-24000,58337,720,0,0.00,219050,2782,0,0.00,14,151,184,397,0.26
1002534364,6,0,475262,4497,0,0.00,209,821,1871,2154,0.42,178,178,233560,126,169972,126,63588,0,3438,295333,0.49,NULL,NULL,NULL,15,75000,18,NULL,74,-1344,22823,192,0,0.00,153380,1679,0,0.00,NULL,52,62,91,0.32
6944639,3,0,2688437,27618,15,15.00,60,2955,12702,14169,0.46,528,528,2750162,543,1648591,543,1101571,0,25210,2418647,0.23,NULL,NULL,20,43,344000,18,-84,488,650,64958,553,0,0.00,218355,1871,0,0.00,NULL,149,206,258,0.37
17773689,6,1,992091,8404,3,7.00,515,993,2965,5043,0.35,331,335,2749,0,2749,0,0,0,4917,528721,0.0,NULL,NULL,NULL,283,2264000,14,-112,0,-6200,68,2,0,0.00,1679,15,0,0.00,1,2,0,2,0.00
20139958,6,0,2092343,2460,0,0.00,0,517,0,0,0.0,165,165,260700,0,20000,0,240700,0,0,0,NULL,NULL,NULL,NULL,0,0,18,NULL,57,0,100141,112,0,0.00,374882,404,0,0.00,NULL,78,0,0,0.00
17380600,5,0,903549,6076,7,78.00,85,1268,1766,4235,0.29,351,351,84254,0,7250,0,77004,0,2498,372551,0.0,NULL,NULL,NULL,74,592000,18,-172,32,-500,11077,76,0,0.00,47907,361,0,0.00,NULL,26,27,48,0.36
8015912,6,0,1122155,8306,1,2.00,470,1805,4007,4020,0.48,505,505,451082,92,130700,92,320382,0,7569,1005523,0.37,NULL,NULL,NULL,189,1512000,18,-373,17,-300,22343,158,0,0.00,30507,213,0,0.00,NULL,43,89,60,0.56
6341541,6,0,1615206,18587,0,0.00,582,1362,6632,11313,0.36,542,542,5680,3,5680,3,0,0,9046,994318,0.01,NULL,NULL,NULL,507,4056000,18,NULL,3,-4200,7544,45,0,0.00,61067,377,0,0.00,11,31,11,21,0.24
6709943,6,1,1035106,9458,0,0.00,12,571,2647,6579,0.28,524,534,93402,0,93402,0,0,0,5710,635199,0.0,NULL,NULL,NULL,8,64000,8,NULL,0,-2,8069,80,0,0.00,47738,472,0,0.00,NULL,8,28,44,0.35
3939009,5,0,160265,1980,11,36.00,197,284,674,1276,0.34,637,638,20111,0,20111,0,0,0,1162,86805,0.0,NULL,NULL,NULL,116,928000,17,-11,0,-1400,1989,23,0,0.00,12897,115,1,3.00,3,15,11,12,0.48
12793034,5,0,153289,4807,49,96.00,188,344,2086,2559,0.43,403,403,78774,0,19410,0,59364,0,3916,99253,0.0,NULL,NULL,NULL,130,1040000,18,0,1,-5400,26755,408,5,2.50,29805,554,5,2.50,21,60,153,232,0.38
1002294239,6,0,576770,6316,0,0.00,42,892,3097,3037,0.49,254,254,26450,300,21117,300,5333,0,537,55583,0.0,NULL,NULL,NULL,40,221000,18,NULL,81,-1680,14910,182,0,0.00,79421,932,0,0.00,NULL,56,87,95,0.48
19266541,6,0,659963,8634,0,0.00,390,1085,3574,4630,0.41,252,252,26704,7,26704,7,0,0,295,40631,0.17,NULL,NULL,20,260,2080000,18,NULL,2,0,14099,176,0,0.00,83793,1025,0,0.00,25,89,75,88,0.43
6248703,6,0,1642735,26205,1,3.00,99,3256,10918,14779,0.42,544,544,2811112,0,38123,0,2772989,0,21249,1296383,0.0,NULL,NULL,20,54,432000,18,-504,19,-30000,1085,53,0,0.00,2592,96,0,0.00,NULL,19,27,23,0.51
8780412,5,0,512979,3271,7,44.00,246,962,1270,1915,0.39,482,482,767214,766,20000,200,747214,566,1796,304952,0.05,NULL,NULL,20,87,696000,18,-82,28,-400,584,3,0,0.00,3513,20,0,0.00,NULL,15,1,2,0.33
4171798,5,0,704385,5829,9,27.00,535,697,1779,3055,0.31,620,620,2980,0,2980,0,0,0,4940,566024,0.03,NULL,NULL,NULL,315,2520000,18,-373,4,-3719,815,2,0,0.00,46516,403,0,0.00,NULL,2,2,0,1.00
8053199,6,0,3150768,32246,0,0.00,40,3789,12948,17260,0.4,503,503,2797295,0,16397,0,2780898,0,19306,1936584,0.0,NULL,NULL,20,11,88000,18,NULL,142,-540,38008,439,0,0.00,206212,2198,0,0.00,NULL,133,199,231,0.45
3754844,6,0,1550735,11366,3,4.50,594,1971,5635,5456,0.5,654,654,356712,10,1500,10,355212,0,3868,537676,0.01,NULL,NULL,NULL,349,2792000,18,-66,7,-6260,53924,399,0,0.00,142327,1161,0,0.00,NULL,151,177,216,0.44
1002452338,6,0,502719,5529,0,0.00,365,736,2413,2832,0.44,201,201,31291,3,20223,3,11068,0,653,55583,0.47,NULL,NULL,NULL,214,1163000,18,NULL,3,10319,29587,357,0,0.00,124253,1626,0,0.00,69,71,156,187,0.44
6031678,6,0,1381415,10454,0,0.00,86,1709,5219,4967,0.5,549,549,1966384,0,25399,0,1940985,0,4463,676185,0.0,NULL,NULL,20,40,320000,18,NULL,56,-2600,24134,200,0,0.00,116085,933,0,0.00,NULL,109,97,94,0.49
19924407,5,1,132467,4334,20,17.00,130,201,1950,2046,0.45,172,190,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,78,624000,0,-134,0,-20586,608,27,0,0.00,608,27,0,0.00,2,4,13,7,0.48
8171520,6,0,913314,10994,5,14.00,103,1528,5026,5947,0.46,500,500,22563,0,10980,0,11583,0,7985,676588,0.0,NULL,NULL,NULL,72,576000,18,6,20,-540,5201,65,0,0.00,54928,725,0,0.00,NULL,23,32,33,0.49
3767743,6,1,2181911,21561,2,8.00,409,1935,10495,10229,0.49,653,653,878894,14,2684,14,876210,0,15096,1601257,0.08,NULL,NULL,NULL,221,1768000,18,-403,2,-4000,114,1,0,0.00,120459,1328,0,0.00,NULL,4,0,1,0.00
15896889,5,0,319462,5779,9,18.00,411,544,2471,3057,0.43,378,379,2636,0,2636,0,0,0,2421,123075,0.0,NULL,NULL,NULL,327,2616000,17,-324,0,-9000,2416,84,0,0.00,17012,489,0,0.00,7,14,42,34,0.50
3853118,5,0,905476,6067,4,36.00,159,1091,3322,2463,0.55,646,646,190403,0,18366,0,172037,0,4204,635068,0.0,NULL,NULL,NULL,118,944000,18,-504,4,1920,2155,14,0,0.00,15969,106,0,0.00,NULL,9,5,9,0.36
11521547,6,0,854223,8168,0,0.00,223,1486,2695,4486,0.33,420,431,23079,0,22283,0,796,0,6464,673590,0.0,NULL,NULL,NULL,123,984000,7,NULL,0,-3600,2046,23,0,0.00,29815,282,0,0.00,NULL,11,6,14,0.26
4486463,6,0,1109962,12004,0,0.00,28,1180,4852,6887,0.4,602,602,1677270,0,7000,0,1670270,0,6756,560954,0.0,NULL,NULL,NULL,15,120000,18,NULL,5,-1080,5002,62,0,0.00,37348,404,0,0.00,NULL,37,29,32,0.47
603036,6,1,1354426,12369,0,0.00,596,1633,3208,9062,0.26,803,810,0,2,0,2,0,0,10933,1180476,0.0,NULL,NULL,NULL,451,3806000,11,NULL,0,-7930,3052,32,0,0.00,3052,32,0,0.00,4,11,6,26,0.19
13150154,5,0,421996,8967,15,34.00,418,1004,4108,4433,0.46,400,400,0,0,0,0,0,0,5930,195884,0.0,NULL,NULL,NULL,245,1960000,18,-143,16,-16319,10223,140,0,0.00,44388,560,0,0.00,25,48,51,82,0.36
6439786,6,0,2082702,28721,0,0.00,67,3490,12860,15426,0.45,540,540,5065693,0,15019,0,5050674,0,18322,1318116,0.0,NULL,NULL,NULL,26,208000,18,NULL,1,-2700,9421,137,0,0.00,63081,925,0,0.00,NULL,36,75,62,0.55
235079,3,0,1020485,11596,7,24.00,46,1495,5318,6036,0.46,1031,1032,75041,0,24800,0,50241,0,11434,988612,0.0,NULL,NULL,NULL,21,168000,17,-612,0,-3000,2852,31,0,0.00,7686,76,0,0.00,NULL,6,17,14,0.55
21044548,5,0,76372,3229,17,45.00,29,39,1484,1514,0.46,9,26,479719,0,31399,0,448320,0,0,0,NULL,NULL,NULL,NULL,11,88000,1,-4,0,-3000,71019,3003,10,37.00,76341,3227,17,45.00,18,63,1393,1394,0.46
1066347,1,0,775735,10204,196,1486.83,579,936,3956,6072,0.39,823,823,2062,0,2062,0,0,0,7831,528862,0.0,NULL,NULL,NULL,230,1840000,18,-79,5,-6400,11130,102,0,0.00,51796,435,0,0.00,1,38,48,50,0.47
17944046,6,0,1458450,12524,0,0.00,618,1085,4853,6736,0.39,320,328,138593,6,2755,6,135838,0,4313,549392,0.02,NULL,NULL,NULL,295,2360000,10,NULL,0,0,27541,121,0,0.00,117157,875,0,0.00,NULL,56,23,67,0.19
16667034,3,0,1125749,17618,8,82.00,587,844,6009,10743,0.34,362,370,22748,544,22748,291,0,253,9093,667738,0.09,NULL,NULL,NULL,119,952000,10,-317,0,-36,300,4,0,0.00,510,7,0,0.00,NULL,4,1,3,0.25
18319537,5,1,195347,1610,4,12.00,213,268,674,874,0.42,291,311,43448,260,43448,260,0,0,265,27546,0.06,NULL,NULL,NULL,118,944000,-2,-138,0,-2880,815,6,0,0.00,815,6,0,0.00,NULL,3,1,5,0.17
7748306,6,0,1394849,11984,0,0.00,119,3085,4641,5382,0.39,510,510,1876718,1600,2240,900,1874478,700,6994,826968,0.0,NULL,NULL,NULL,93,744000,18,NULL,2,-2700,28126,241,0,0.00,80921,709,0,0.00,NULL,213,86,111,0.36
20676688,5,0,617066,2276,15,111.00,115,292,1038,1212,0.46,98,98,6800,46,6800,46,0,0,44,3333,0.48,NULL,NULL,20,90,720000,18,17,13,-5000,44654,135,1,6.00,145603,586,4,24.00,6,44,68,66,0.50
6175388,3,0,1037430,10297,12,32.00,549,1333,3957,6285,0.38,545,545,0,5,0,5,0,0,6375,646599,0.1,NULL,NULL,NULL,466,3728000,18,18,8,-3166,8158,89,0,0.00,38795,407,0,0.00,6,39,36,52,0.40
18876628,6,0,1071925,15094,0,0.00,152,683,6484,7287,0.43,279,279,463008,0,17612,0,445396,0,1544,86941,0.0,NULL,NULL,NULL,113,904000,18,NULL,22,1000,22043,291,0,0.00,97961,1412,0,0.00,NULL,66,120,143,0.41
6079750,2,0,236662,5487,345,2062.00,460,379,2593,2875,0.47,546,548,0,0,0,0,0,0,3193,66861,0.0,NULL,NULL,NULL,213,1704000,16,-3,0,-7377,20030,295,3,9.00,92282,1236,10,30.00,15,48,144,147,0.49
20693963,5,0,159918,2177,12,15.00,2,196,1080,1049,0.5,95,95,55600,44,55600,44,0,0,2154,152572,0.5,NULL,NULL,NULL,2,16000,18,11,4,-600,7902,114,1,2.00,33602,468,1,2.00,NULL,9,52,60,0.46
19001712,5,0,146639,2910,11,10.00,104,222,1304,1479,0.45,264,269,1300,125,1300,125,0,0,1090,71633,0.04,NULL,NULL,NULL,88,704000,13,-116,0,-4320,92,5,0,0.00,1344,20,0,0.00,1,2,2,3,0.40
7415433,6,0,1356485,11766,0,0.00,135,2400,3171,8598,0.27,517,517,418314,0,17580,0,400734,0,7813,920884,0.0,NULL,NULL,20,106,848000,18,NULL,8,-1400,6811,67,0,0.00,26967,258,0,0.00,NULL,27,16,51,0.24
16906521,5,1,27619,1596,23,138.00,58,139,760,831,0.48,348,366,2686457,1,0,1,2686457,0,1560,26306,0.0,NULL,NULL,NULL,35,280000,0,-342,0,-101620,158,10,0,0.00,158,10,0,0.00,NULL,3,1,8,0.10
19774277,6,0,915153,5077,1,2.00,19,587,2353,2601,0.46,206,207,4757573,0,44200,0,4713373,0,0,0,NULL,NULL,NULL,NULL,9,72000,17,-187,0,6000,5579,85,0,0.00,22768,252,0,0.00,NULL,13,41,44,0.48
10372184,6,0,1015814,12046,2,1.00,271,828,5828,6207,0.48,460,465,0,3,0,3,0,0,6408,543596,0.04,NULL,NULL,NULL,226,1808000,13,-34,0,-6260,561,7,0,0.00,13363,174,0,0.00,NULL,4,3,4,0.43
3633145,6,0,4378867,4457,0,0.00,0,1065,0,0,0.0,664,664,6800,0,6800,0,0,0,2385,2417932,0.0,NULL,NULL,NULL,0,0,18,NULL,15,0,21346,26,0,0.00,263405,284,0,0.00,NULL,128,0,0,0.00
5236524,6,0,2945319,37149,4,9.00,215,2522,18195,18562,0.49,574,574,196418,0,66100,0,130318,0,16296,1357369,0.0,NULL,NULL,20,177,1416000,18,-5,49,-6000,27115,492,1,0.50,132426,2445,2,6.50,18,102,229,238,0.47
16961138,6,0,998358,11327,0,0.00,225,1049,3761,7532,0.33,365,365,652443,119,2000,119,650443,0,3583,260542,0.26,NULL,NULL,20,215,1720000,18,NULL,181,-1000,16710,178,0,0.00,84416,970,0,0.00,NULL,80,73,103,0.41
8269680,6,0,2319244,6823,9,10.50,457,2838,3500,3274,0.51,497,497,24023,12,24023,12,0,0,4000,1378743,0.0,NULL,NULL,20,385,3080000,18,15,53,-3000,17938,57,0,0.00,102343,311,0,0.00,8,54,26,31,0.46
346082,6,0,2004907,18343,0,0.00,6,2432,9198,8590,0.5,994,994,1652592,30,26155,30,1626437,0,16069,1606242,0.0,NULL,NULL,20,5,50000,18,NULL,17,0,14719,75,0,0.00,83036,435,0,0.00,NULL,27,38,34,0.51
1002800550,5,0,261280,3628,48,57.52,238,562,1773,1845,0.49,101,101,435428,93,435428,93,0,0,26,1870,0.77,NULL,NULL,NULL,155,775000,18,11,4,8448,22772,298,4,3.96,51133,757,4,3.96,24,113,141,157,0.47
16631057,5,0,215350,4117,16,37.00,186,352,1877,2214,0.46,357,371,2579,19,2579,19,0,0,2848,146805,0.03,NULL,NULL,NULL,149,1192000,4,-165,0,0,767,9,0,0.00,1996,23,0,0.00,2,6,2,7,0.22
18067314,5,0,698971,3498,17,16.00,131,467,1431,1984,0.41,316,323,1360,0,1360,0,0,0,1629,388076,0.0,NULL,NULL,NULL,110,880000,11,-69,0,-2000,9851,44,0,0.00,83835,398,0,0.00,6,14,19,24,0.43
11309290,6,1,1096838,2452,0,0.00,0,616,0,0,0.0,414,438,178200,0,178200,0,0,0,1615,709938,0.0,NULL,NULL,NULL,0,0,-6,NULL,0,0,291,1,0,0.00,598,2,0,0.00,NULL,6,0,0,0.00
19180898,3,0,2443855,18126,119,59.50,894,985,9842,7419,0.54,258,258,19562,10,19562,10,0,0,3664,504356,0.0,NULL,NULL,NULL,281,2248000,18,14,34,1920,54468,378,5,2.50,298932,2140,14,7.00,36,59,215,145,0.57
3668320,6,0,816529,10850,0,0.00,523,1671,5185,4982,0.48,661,661,2140,0,2140,0,0,0,7482,533633,0.03,NULL,NULL,NULL,321,2568000,18,NULL,12,-6620,5153,78,0,0.00,18737,276,0,0.00,2,30,40,35,0.51
10059969,6,0,897050,6602,1,2.00,596,572,2623,3460,0.4,475,475,530692,99,2500,99,528192,0,5121,699406,0.11,NULL,NULL,NULL,93,744000,18,-455,1,-9543,5413,45,0,0.00,26454,196,0,0.00,NULL,17,12,28,0.27
18987284,5,0,541814,5115,34,124.50,118,374,2414,2683,0.47,270,270,93404,11,93404,11,0,0,835,179316,0.02,NULL,NULL,NULL,80,640000,18,13,2,-5400,1036,10,0,0.00,10671,127,0,0.00,1,8,5,5,0.50
18626000,3,0,1471194,12794,20,55.50,0,1503,5397,5652,0.42,295,295,517515,6,19620,6,497895,0,9082,804652,0.41,NULL,NULL,NULL,0,0,18,-141,40,-6000,23492,236,0,0.00,79469,836,0,0.00,NULL,91,96,134,0.41
1002926663,3,0,600549,12176,11,68.89,293,387,4118,7532,0.34,65,65,107739,78,107739,78,0,0,476,33254,0.52,NULL,NULL,NULL,86,430000,18,-19,66,750,18510,290,0,0.00,300485,6088,6,26.94,28,52,127,155,0.44
255886,6,0,2617472,12165,0,0.00,0,3084,5407,6222,0.44,1025,1025,321145,0,900,0,320245,0,10236,2241215,0.0,NULL,NULL,20,0,0,18,NULL,55,-9000,7283,55,0,0.00,31854,192,0,0.00,NULL,17,34,21,0.62
19628063,5,1,246628,6261,32,114.50,213,433,2707,3416,0.43,203,222,9320,0,9320,0,0,0,0,0,NULL,NULL,NULL,NULL,174,1392000,-1,-73,0,1080,1622,17,0,0.00,3177,36,0,0.00,1,12,10,7,0.59
4165987,6,0,2522204,8408,0,0.00,226,3076,4259,4062,0.51,620,620,111786,0,46170,0,65616,0,5529,1683393,0.0,NULL,NULL,20,181,1448000,18,NULL,12,3000,19444,71,0,0.00,103104,364,0,0.00,9,36,33,38,0.46
10290437,5,1,1075918,1533,3,15.00,0,829,0,0,0.0,449,468,343700,0,343700,0,0,0,1359,948335,0.0,NULL,NULL,NULL,0,0,-1,-45,0,0,13978,17,0,0.00,30223,40,0,0.00,NULL,61,0,0,0.00
1002411305,6,0,629549,6053,0,0.00,218,913,2310,2859,0.38,215,215,39182,326,31556,326,7626,0,0,0,NULL,NULL,NULL,NULL,184,971000,18,NULL,1,-1680,21085,241,0,0.00,110854,1257,0,0.00,11,84,98,135,0.41
1002547871,5,0,147003,848,4,19.96,23,270,197,322,0.23,174,174,35684,140,35684,140,0,0,5,510,0.2,NULL,NULL,NULL,20,100000,18,13,20,0,4176,24,0,0.00,53296,308,1,4.99,NULL,16,7,5,0.29
7744947,5,0,546986,4183,19,273.00,11,472,1077,1572,0.26,510,510,9200,0,9200,0,0,0,3667,476594,0.0,NULL,NULL,NULL,6,48000,18,-122,18,-8400,3817,25,0,0.00,3817,25,0,0.00,NULL,11,5,13,0.20
20939909,5,0,391075,4626,21,39.50,257,487,2140,2170,0.46,48,50,2970,18,2970,18,0,0,151,14803,0.42,NULL,NULL,20,97,776000,16,0,0,-120,42240,357,7,12.50,294843,3259,21,39.50,48,124,153,179,0.43
19289196,5,0,242250,1868,15,23.50,354,415,921,844,0.49,251,251,0,0,0,0,0,0,42,5626,0.0,NULL,NULL,NULL,184,1472000,18,14,8,-8520,1049,9,0,0.00,12711,97,0,0.00,5,5,3,4,0.33
11248892,3,0,955190,9730,15,9.00,206,707,3649,5714,0.38,440,440,28402,9,28402,9,0,0,2635,235007,0.35,NULL,NULL,NULL,172,1376000,18,-16,2,5100,13696,143,0,0.00,69302,894,2,1.00,3,37,52,86,0.36
